Timestamp,1. Jinsingiz:,2. Qaysi yosh oralig'idasiz?,3. Qaysi hududda yashaysiz?,4. Nima bilan shug’ullanasiz?,5. Ma'lumotingiz:,"1. IT sohasida ko‘proq bilim olishga qiziqasizmi (masalan, kompyuter ko‘nikmalari, dasturlash yoki raqamli vositalardan foydalanish)?","2. Sizningcha, IT-ko‘nikmalarni yaxshilash ishingiz/o‘qishingiz/hayotingiz sifatini oshirishi mumkinmi?",3. Siz hozirda IT va raqamli ko'nikmalaringiz darajasini qanday baholaysiz?  ,ID
3/17/2025 14:49:43,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2363
3/17/2025 14:50:02,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2364
3/17/2025 14:51:19,Erkak,36-45 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2365
3/17/2025 14:51:37,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2366
3/17/2025 14:55:15,Erkak,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2367
3/17/2025 14:57:24,Erkak,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2368
3/17/2025 15:05:03,Ayol,46-52 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2369
3/17/2025 15:09:39,Erkak,36-45 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2370
3/17/2025 15:15:33,Erkak,46-52 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2371
3/17/2025 15:18:54,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2372
3/17/2025 15:24:21,Ayol,46-52 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2373
3/17/2025 15:27:09,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2374
3/17/2025 15:28:47,Erkak,53-60 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2375
3/17/2025 15:36:04,Erkak,21-23 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2376
3/17/2025 15:38:38,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2377
3/17/2025 15:42:01,Erkak,15 yoshgacha,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,2378
3/17/2025 15:44:15,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Yo'q,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2379
3/17/2025 15:51:34,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2380
3/17/2025 15:55:41,Erkak,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2381
3/17/2025 15:57:44,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2382
3/17/2025 15:58:48,Ayol,46-52 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2383
3/17/2025 15:59:02,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2384
3/17/2025 16:07:57,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2385
3/17/2025 16:07:58,Erkak,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2386
3/17/2025 16:10:19,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2387
3/17/2025 16:14:24,Erkak,46-52 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2388
3/17/2025 16:19:59,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2389
3/17/2025 16:20:41,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2390
3/17/2025 16:25:47,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2391
3/17/2025 16:31:38,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2392
3/17/2025 16:34:16,Ayol,21-23 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2393
3/17/2025 16:34:58,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2394
3/17/2025 16:37:22,Ayol,28-35 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2395
3/17/2025 16:40:02,Ayol,36-45 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2396
3/17/2025 16:41:54,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2397
3/17/2025 16:43:25,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2398
3/17/2025 16:46:23,Erkak,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2399
3/17/2025 16:52:00,Erkak,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2400
3/17/2025 17:00:07,Ayol,46-52 yosh,Andijon viloyati,Укитувчиман,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2401
3/17/2025 17:17:32,Ayol,36-45 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2402
3/17/2025 17:19:56,Ayol,18-20 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),Tugallanmagan oliy,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2403
3/17/2025 17:22:21,Ayol,36-45 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2404
3/17/2025 17:30:39,Ayol,28-35 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2405
3/17/2025 17:32:52,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2406
3/17/2025 17:33:05,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2407
3/17/2025 17:34:12,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2408
3/17/2025 17:42:34,Erkak,18-20 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2409
3/17/2025 17:45:07,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2410
3/17/2025 17:45:51,Erkak,21-23 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2411
3/17/2025 17:49:59,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),To'liqsiz oliy,Ha,Ha,Bazaviy bilimlarga egaman,2412
3/17/2025 17:50:41,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2413
3/17/2025 17:50:48,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2414
3/17/2025 17:54:55,Erkak,36-45 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2415
3/17/2025 17:55:40,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2416
3/17/2025 17:59:25,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Yo'q,Yo'q,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2417
3/17/2025 18:02:11,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2418
3/17/2025 18:08:08,Erkak,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2419
3/17/2025 18:21:30,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Yo'q,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2420
3/17/2025 18:25:11,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2421
3/17/2025 18:26:20,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2422
3/17/2025 18:27:36,Ayol,28-35 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2423
3/17/2025 18:33:44,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2424
3/17/2025 18:36:18,Ayol,28-35 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2425
3/17/2025 18:37:19,Ayol,36-45 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2426
3/17/2025 18:38:49,Ayol,28-35 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2427
3/17/2025 18:38:59,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2428
3/17/2025 18:54:52,Erkak,46-52 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2429
3/17/2025 19:01:49,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2430
3/17/2025 19:06:17,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2431
3/17/2025 19:07:51,Erkak,46-52 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2432
3/17/2025 19:09:22,Erkak,36-45 yosh,Andijon viloyati,Мактаб,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2433
3/17/2025 19:10:05,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2434
3/17/2025 19:10:29,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2435
3/17/2025 19:16:41,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2436
3/17/2025 19:19:39,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2437
3/17/2025 19:20:55,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2438
3/17/2025 19:26:35,Erkak,15-17 yosh,Qashqadaryo viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2439
3/17/2025 19:31:51,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2440
3/17/2025 19:33:54,Erkak,15-17 yosh,Qashqadaryo viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,2441
3/17/2025 19:40:26,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2442
3/17/2025 19:41:44,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2443
3/17/2025 19:42:41,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2444
3/17/2025 19:45:36,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2445
3/17/2025 19:47:49,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2446
3/17/2025 19:53:13,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2447
3/17/2025 20:04:50,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2448
3/17/2025 20:09:34,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2449
3/17/2025 20:21:16,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2450
3/17/2025 20:34:20,Ayol,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2451
3/17/2025 20:48:18,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2452
3/17/2025 20:52:34,Ayol,36-45 yosh,Andijon viloyati,O‘qituvchi,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2453
3/17/2025 20:54:49,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2454
3/17/2025 20:57:48,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2455
3/17/2025 21:00:31,Erkak,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2456
3/17/2025 21:02:34,Ayol,21-23 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),Mutaxasis,Ha,Ha,Bazaviy bilimlarga egaman,2457
3/17/2025 21:06:18,Ayol,36-45 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,2458
3/17/2025 21:12:01,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2459
3/17/2025 21:12:26,Erkak,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2460
3/17/2025 21:18:06,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,2461
3/17/2025 21:23:18,Ayol,36-45 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2462
3/17/2025 21:23:32,Erkak,21-23 yosh,Andijon viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,2463
3/17/2025 21:23:36,Ayol,53-60 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Yo'q,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2464
3/17/2025 21:29:19,Ayol,28-35 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Yo'q,Yo'q,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,2465
