,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Timestamp,1. Jinsingiz:,2. Qaysi yosh oralig'idasiz?,3. Qaysi hududda yashaysiz?,4. Nima bilan shug’ullanasiz?,5. Ma'lumotingiz:,"1. IT sohasida ko‘proq bilim olishga qiziqasizmi (masalan, kompyuter ko‘nikmalari, dasturlash yoki raqamli vositalardan foydalanish)?","2. Sizningcha, IT-ko‘nikmalarni yaxshilash ishingiz/o‘qishingiz/hayotingiz sifatini oshirishi mumkinmi?",3. Siz hozirda IT va raqamli ko'nikmalaringiz darajasini qanday baholaysiz?  ,ID
1485,1485,1485,1485,1485,1485,1485,2025-02-28,Ayol,28-35 yosh,Andijon viloyati,O'qiyman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman,1784
1486,1486,1486,1486,1486,1486,1486,2025-02-28,Erkak,28-35 yosh,Sirdaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1785
1487,1487,1487,1487,1487,1487,1487,2025-02-28,Erkak,28-35 yosh,Jizzax viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1786
1488,1488,1488,1488,1488,1488,1488,2025-02-28,Erkak,18-20 yosh,Jizzax viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1787
1489,1489,1489,1489,1489,1489,1489,2025-02-28,Erkak,28-35 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1788
1490,1490,1490,1490,1490,1490,1490,2025-02-28,Ayol,21-23 yosh,Xorazm viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1789
1491,1491,1491,1491,1491,1491,1491,2025-02-28,Ayol,28-35 yosh,Toshkent viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1790
1492,1492,1492,1492,1492,1492,1492,2025-02-28,Erkak,24-27 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1791
1493,1493,1493,1493,1493,1493,1493,2025-02-28,Erkak,28-35 yosh,Toshkent viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1792
1494,1494,1494,1494,1494,1494,1494,2025-02-28,Erkak,28-35 yosh,Toshkent viloyati,Grafik dizayner,O‘rta-maxsus (kollej/litsey diplomi),Yo'q,Ha,Bazaviy bilimlarga egaman,1793
1495,1495,1495,1495,1495,1495,1495,2025-02-28,Erkak,21-23 yosh,Jizzax viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta (maktab attestati),Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1794
1496,1496,1496,1496,1496,1496,1496,2025-02-28,Erkak,21-23 yosh,Toshkent shahri,Ishlayman va o'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1795
1497,1497,1497,1497,1497,1497,1497,2025-02-28,Erkak,15-17 yosh,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Yo'q,Bazaviy bilimlarga egaman,1796
1498,1498,1498,1498,1498,1498,1498,2025-02-28,Erkak,15-17 yosh,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1797
1499,1499,1499,1499,1499,1499,1499,2025-02-28,Erkak,15-17 yosh,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1798
1500,1500,1500,1500,1500,1500,1500,2025-02-28,Erkak,21-23 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman,1800
1501,1501,1501,1501,1501,1501,1501,2025-02-28,Erkak,28-35 yosh,Qashqadaryo viloyati,Temiryo'lchi,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1802
1502,1502,1502,1502,1502,1502,1502,2025-02-28,Erkak,21-23 yosh,Sirdaryo viloyati,Dasturchiman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1803
1503,1503,1503,1503,1503,1503,1503,2025-02-28,Erkak,24-27 yosh,Jizzax viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1804
1504,1504,1504,1504,1504,1504,1504,2025-02-28,Erkak,28-35 yosh,Qashqadaryo viloyati,Электровоз машинисти ,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman,1806
1505,1505,1505,1505,1505,1505,1505,2025-02-28,Ayol,21-23 yosh,Jizzax viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1807
1506,1506,1506,1506,1506,1506,1506,2025-02-28,Erkak,18-20 yosh,Navoiy viloyati,O'qiyman,Talaba 1-kurs,Ha,Ha,Bazaviy bilimlarga egaman,1808
1507,1507,1507,1507,1507,1507,1507,2025-02-28,Ayol,18-20 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1809
1508,1508,1508,1508,1508,1508,1508,2025-02-28,Erkak,21-23 yosh,Qoraqalpogʻiston Respublikasi,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1810
1509,1509,1509,1509,1509,1509,1509,2025-02-28,Ayol,21-23 yosh,Qoraqalpogʻiston Respublikasi,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1811
1510,1510,1510,1510,1510,1510,1510,2025-02-28,Ayol,15-17 yosh,Qoraqalpogʻiston Respublikasi,Abiturent,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1812
1511,1511,1511,1511,1511,1511,1511,2025-02-28,Erkak,21-23 yosh,Qoraqalpogʻiston Respublikasi,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1813
1512,1512,1512,1512,1512,1512,1512,2025-02-28,Ayol,24-27 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1814
1513,1513,1513,1513,1513,1513,1513,2025-02-28,Erkak,21-23 yosh,Xorazm viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1815
1514,1514,1514,1514,1514,1514,1514,2025-02-28,Ayol,15-17 yosh,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1816
1515,1515,1515,1515,1515,1515,1515,2025-02-28,Ayol,18-20 yosh,Xorazm viloyati,O'qiyman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman,1817
1516,1516,1516,1516,1516,1516,1516,2025-02-28,Ayol,15-17 yosh,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1818
1517,1517,1517,1517,1517,1517,1517,2025-02-28,Ayol,24-27 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1819
1518,1518,1518,1518,1518,1518,1518,2025-02-28,Ayol,24-27 yosh,Qoraqalpogʻiston Respublikasi,Uy bekasi ,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,1820
1519,1519,1519,1519,1519,1519,1519,2025-02-28,Ayol,18-20 yosh,Xorazm viloyati,O'qiyman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman,1821
1520,1520,1520,1520,1520,1520,1520,2025-02-28,Ayol,21-23 yosh,Toshkent shahri,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1823
1521,1521,1521,1521,1521,1521,1521,2025-02-28,Erkak,21-23 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1824
1522,1522,1522,1522,1522,1522,1522,2025-02-28,Erkak,28-35 yosh,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1825
1523,1523,1523,1523,1523,1523,1523,2025-02-28,Ayol,24-27 yosh,Navoiy viloyati,Vaqtinchalik ishsizman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,1826
1524,1524,1524,1524,1524,1524,1524,2025-02-28,Erkak,15-17 yosh,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1827
1525,1525,1525,1525,1525,1525,1525,2025-02-28,Erkak,21-23 yosh,Toshkent viloyati,O'qiyman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1828
1526,1526,1526,1526,1526,1526,1526,2025-02-28,Ayol,21-23 yosh,Namangan viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1829
1527,1527,1527,1527,1527,1527,1527,2025-02-28,Erkak,18-20 yosh,Toshkent shahri,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1830
1528,1528,1528,1528,1528,1528,1528,2025-02-28,Erkak,21-23 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1831
1529,1529,1529,1529,1529,1529,1529,2025-02-28,Ayol,21-23 yosh,Qoraqalpogʻiston Respublikasi,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1832
1530,1530,1530,1530,1530,1530,1530,2025-02-28,Erkak,28-35 yosh,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1833
1531,1531,1531,1531,1531,1531,1531,2025-02-28,Erkak,21-23 yosh,Xorazm viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1834
1532,1532,1532,1532,1532,1532,1532,2025-02-28,Ayol,15-17 yosh,Xorazm viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1835
1533,1533,1533,1533,1533,1533,1533,2025-02-28,Erkak,18-20 yosh,Qashqadaryo viloyati,O'qiyman,IT PARK ,Ha,Ha,Bazaviy bilimlarga egaman,1836
1534,1534,1534,1534,1534,1534,1534,2025-02-28,Erkak,21-23 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1837
1535,1535,1535,1535,1535,1535,1535,2025-02-28,Erkak,28-35 yosh,Jizzax viloyati,Vaqtinchalik ishsizman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman,1838
1536,1536,1536,1536,1536,1536,1536,2025-02-28,Erkak,21-23 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,1839
1537,1537,1537,1537,1537,1537,1537,2025-02-28,Erkak,15-17 yosh,Andijon viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1840
1538,1538,1538,1538,1538,1538,1538,2025-02-28,Ayol,15-17 yosh,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,1841
1539,1539,1539,1539,1539,1539,1539,2025-02-28,Ayol,15 yoshgacha,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1842
1540,1540,1540,1540,1540,1540,1540,2025-02-28,Erkak,28-35 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1843
1541,1541,1541,1541,1541,1541,1541,2025-02-28,Erkak,28-35 yosh,Qoraqalpogʻiston Respublikasi,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1844
1542,1542,1542,1542,1542,1542,1542,2025-02-28,Ayol,46-52 yosh,Sirdaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1845
1543,1543,1543,1543,1543,1543,1543,2025-02-28,Ayol,21-23 yosh,Jizzax viloyati,Tadbirkorman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1846
1544,1544,1544,1544,1544,1544,1544,2025-02-28,Erkak,24-27 yosh,Xorazm viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1847
1545,1545,1545,1545,1545,1545,1545,2025-02-28,Erkak,15-17 yosh,Samarqand viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1848
1546,1546,1546,1546,1546,1546,1546,2025-02-28,Ayol,28-35 yosh,Toshkent shahri,Uy bekasiman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman,1849
1547,1547,1547,1547,1547,1547,1547,2025-02-28,Erkak,15-17 yosh,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1850
1548,1548,1548,1548,1548,1548,1548,2025-02-28,Ayol,18-20 yosh,Surxondaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1851
1549,1549,1549,1549,1549,1549,1549,2025-02-28,Erkak,21-23 yosh,Toshkent shahri,O'qiyman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1852
1550,1550,1550,1550,1550,1550,1550,2025-02-28,Erkak,15 yoshgacha,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1853
1551,1551,1551,1551,1551,1551,1551,2025-02-28,Ayol,28-35 yosh,Toshkent shahri,Bola parvarishi taʼtilidaman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1854
1552,1552,1552,1552,1552,1552,1552,2025-02-28,Erkak,15 yoshgacha,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1855
1553,1553,1553,1553,1553,1553,1553,2025-02-28,Ayol,24-27 yosh,Samarqand viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman,1856
1554,1554,1554,1554,1554,1554,1554,2025-02-28,Erkak,28-35 yosh,Buxoro viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1857
1555,1555,1555,1555,1555,1555,1555,2025-02-28,Erkak,24-27 yosh,Sirdaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1858
1556,1556,1556,1556,1556,1556,1556,2025-02-28,Ayol,21-23 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1859
1557,1557,1557,1557,1557,1557,1557,2025-02-28,Erkak,21-23 yosh,Qoraqalpogʻiston Respublikasi,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1860
1558,1558,1558,1558,1558,1558,1558,2025-02-28,Erkak,15 yoshgacha,Jizzax viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1861
1559,1559,1559,1559,1559,1559,1559,2025-02-28,Erkak,15 yoshgacha,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1862
1560,1560,1560,1560,1560,1560,1560,2025-02-28,Erkak,28-35 yosh,Andijon viloyati,Tadbirkorman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1863
1561,1561,1561,1561,1561,1561,1561,2025-02-28,Ayol,15-17 yosh,Surxondaryo viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1864
1562,1562,1562,1562,1562,1562,1562,2025-02-28,Erkak,21-23 yosh,Fargʻona viloyati,O'qiyman,O‘rta (maktab attestati),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1865
1563,1563,1563,1563,1563,1563,1563,2025-02-28,Ayol,15 yoshgacha,Samarqand viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1866
1564,1564,1564,1564,1564,1564,1564,2025-02-28,Erkak,24-27 yosh,Jizzax viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1867
1565,1565,1565,1565,1565,1565,1565,2025-02-28,Erkak,24-27 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1868
1566,1566,1566,1566,1566,1566,1566,2025-02-28,Erkak,21-23 yosh,Jizzax viloyati,O'qiyman,Tugallanmagan oliy,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1869
1567,1567,1567,1567,1567,1567,1567,2025-02-28,Ayol,15 yoshgacha,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1870
1568,1568,1568,1568,1568,1568,1568,2025-02-28,Ayol,21-23 yosh,Buxoro viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1871
1569,1569,1569,1569,1569,1569,1569,2025-02-28,Ayol,15 yoshgacha,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1872
1570,1570,1570,1570,1570,1570,1570,2025-02-28,Ayol,21-23 yosh,Toshkent viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1873
1571,1571,1571,1571,1571,1571,1571,2025-02-28,Ayol,21-23 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman,1874
1572,1572,1572,1572,1572,1572,1572,2025-02-28,Erkak,18-20 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1875
1573,1573,1573,1573,1573,1573,1573,2025-02-28,Erkak,15 yoshgacha,Sirdaryo viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1876
1574,1574,1574,1574,1574,1574,1574,2025-02-28,Ayol,21-23 yosh,Surxondaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,1877
1575,1575,1575,1575,1575,1575,1575,2025-02-28,Erkak,21-23 yosh,Sirdaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.,1878
1576,1576,1576,1576,1576,1576,1576,2025-02-28,Erkak,15-17 yosh,Samarqand viloyati,O'qiyman,O‘rta (maktab attestati),Ha,Ha,Bazaviy bilimlarga egaman,1879
1577,1577,1577,1577,1577,1577,1577,2025-02-28,Erkak,18-20 yosh,Toshkent shahri,O'qiyman,Studentman,Ha,Ha,Bazaviy bilimlarga egaman,1880
1578,1578,1578,1578,1578,1578,1578,2025-02-28,Ayol,15 yoshgacha,Surxondaryo viloyati,O'qiyman,Hali maktabda o'qiyman,Yo'q,Yo'q,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1881
1579,1579,1579,1579,1579,1579,1579,2025-02-28,Ayol,15 yoshgacha,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman,1882
1580,1580,1580,1580,1580,1580,1580,2025-02-28,Ayol,15 yoshgacha,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,1883
1581,1581,1581,1581,1581,1581,1581,2025-02-28,Ayol,28-35 yosh,Toshkent shahri,Bola parvarishi taʼtilidaman ,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1884
1582,1582,1582,1582,1582,1582,1582,2025-02-28,Erkak,53-60 yosh,Samarqand viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1885
1583,1583,1583,1583,1583,1583,1583,2025-02-28,Erkak,28-35 yosh,Samarqand viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1886
1584,1584,1584,1584,1584,1584,1584,2025-02-28,Erkak,21-23 yosh,Qashqadaryo viloyati,Shahrisabz Koica oʻquv markazida oʻqiyman,Shahrisabz Koica oʻquv markazida oʻqiyman ,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1887
1585,1585,1585,1585,1585,1585,1585,2025-02-28,Erkak,28-35 yosh,Toshkent viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1888
1586,1586,1586,1586,1586,1586,1586,2025-02-28,Ayol,24-27 yosh,Toshkent viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1889
1587,1587,1587,1587,1587,1587,1587,2025-02-28,Ayol,15 yoshgacha,Samarqand viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1890
1588,1588,1588,1588,1588,1588,1588,2025-02-28,Ayol,18-20 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,1891
1589,1589,1589,1589,1589,1589,1589,2025-02-28,Ayol,18-20 yosh,Xorazm viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman,1892
1590,1590,1590,1590,1590,1590,1590,2025-02-28,Erkak,18-20 yosh,Qoraqalpogʻiston Respublikasi,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1893
1591,1591,1591,1591,1591,1591,1591,2025-02-28,Erkak,28-35 yosh,Toshkent viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1894
1592,1592,1592,1592,1592,1592,1592,2025-02-28,Erkak,21-23 yosh,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta (maktab attestati),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman,1895
1593,1593,1593,1593,1593,1593,1593,2025-02-28,Ayol,24-27 yosh,Qashqadaryo viloyati,Vaqtinchalik ishsizman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,1896
1594,1594,1594,1594,1594,1594,1594,2025-03-01,Ayol,24-27 yosh,Qashqadaryo viloyati,Vaqtinchalik ishsizman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.,1897
