Timestamp,1. Jinsingiz:,2. Qaysi yosh oralig'idasiz?,3. Qaysi hududda yashaysiz?,4. Nima bilan shug’ullanasiz?,5. Ma'lumotingiz:,"1. IT sohasida ko‘proq bilim olishga qiziqasizmi (masalan, kompyuter ko‘nikmalari, dasturlash yoki raqamli vositalardan foydalanish)?","2. Sizningcha, IT-ko‘nikmalarni yaxshilash ishingiz/o‘qishingiz/hayotingiz sifatini oshirishi mumkinmi?",3. Siz hozirda IT va raqamli ko'nikmalaringiz darajasini qanday baholaysiz?  
2025-02-27,Ayol,35 yosh va undan yuqori,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Ayol,35 yosh va undan yuqori,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Ayol,35 yosh va undan yuqori,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Ayol,24-27 yosh,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Ayol,35 yosh va undan yuqori,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Yo'q,Bazaviy bilimlarga egaman
2025-02-27,Ayol,35 yosh va undan yuqori,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Ayol,35 yosh va undan yuqori,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,24-27 yosh,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,35 yosh va undan yuqori,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-27,Erkak,24-27 yosh,Surxondaryo viloyati,Vaqtinchalik ishsizman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-27,Ayol,28-35 yosh,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Yo'q,Ha,Bazaviy bilimlarga egaman
2025-02-27,Erkak,24-27 yosh,Toshkent shahri,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-27,Erkak,28-35 yosh,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.
2025-02-27,Erkak,21-23 yosh,Navoiy viloyati,O'qiyman,O‘rta (maktab attestati),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,18-20 yosh,Surxondaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Ayol,18-20 yosh,Toshkent shahri,O'qiyman,3-bosqich bakalavriat talabasiman.,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,28-35 yosh,Buxoro viloyati,O'qiyman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-27,Erkak,28-35 yosh,Toshkent shahri,Tadbirkorman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,21-23 yosh,Surxondaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-27,Ayol,28-35 yosh,Buxoro viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman
2025-02-27,Ayol,15-17 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,21-23 yosh,Toshkent shahri,Vaqtinchalik ishsizman,O‘rta (maktab attestati),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Ayol,28-35 yosh,Fargʻona viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-27,Erkak,35 yosh va undan yuqori,Toshkent shahri,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,21-23 yosh,Qashqadaryo viloyati,O'qiyman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman
2025-02-27,Ayol,21-23 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,35 yosh va undan yuqori,Navoiy viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,18-20 yosh,Toshkent viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,24-27 yosh,Toshkent shahri,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.
2025-02-27,Ayol,21-23 yosh,Surxondaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Ayol,35 yosh va undan yuqori,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,15-17 yosh,Toshkent shahri,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,28-35 yosh,Qoraqalpogʻiston Respublikasi,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-27,Erkak,21-23 yosh,Andijon viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-27,Erkak,35 yosh va undan yuqori,Samarqand viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-27,Ayol,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,35 yosh va undan yuqori,Qashqadaryo viloyati,Vaqtinchalik ishsizman,O‘rta (maktab attestati),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,18-20 yosh,Surxondaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Ayol,28-35 yosh,Surxondaryo viloyati,Onalik tatilidaman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,24-27 yosh,Samarqand viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-27,Erkak,21-23 yosh,Fargʻona viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Ayol,35 yosh va undan yuqori,Toshkent shahri,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-27,Erkak,21-23 yosh,Surxondaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-27,Erkak,21-23 yosh,Qoraqalpogʻiston Respublikasi,Vaqtinchalik ishsizman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Erkak,18-20 yosh,Samarqand viloyati,O'qiyman,O‘rta (maktab attestati),Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,21-23 yosh,Qoraqalpogʻiston Respublikasi,Vaqtinchalik ishsizman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Erkak,18-20 yosh,Toshkent shahri,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,28-35 yosh,Surxondaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,21-23 yosh,Samarqand viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,35 yosh va undan yuqori,Navoiy viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.
2025-02-26,Ayol,18-20 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,18-20 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,24-27 yosh,Surxondaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,35 yosh va undan yuqori,Xorazm viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,18-20 yosh,Andijon viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Erkak,18-20 yosh,Fargʻona viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,35 yosh va undan yuqori,Toshkent shahri,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,35 yosh va undan yuqori,Jizzax viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,24-27 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,18-20 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,15-17 yosh,Toshkent viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,24-27 yosh,Andijon viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,24-27 yosh,Andijon viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,24-27 yosh,Namangan viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,35 yosh va undan yuqori,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,28-35 yosh,Samarqand viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,15-17 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,24-27 yosh,Fargʻona viloyati,O'qiyman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,18-20 yosh,Namangan viloyati,O'qiyman,O‘rta (maktab attestati),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,18-20 yosh,Surxondaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,28-35 yosh,Namangan viloyati,Namangan Muhandislik Texnologiya Instituti PhD doktoranti ,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,28-35 yosh,Namangan viloyati,NamMTI Tayanch doktoranti,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,28-35 yosh,Surxondaryo viloyati,Talabaman va Rossiyada ishlayman,Tugallanmagan oliy,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,35 yosh va undan yuqori,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,35 yosh va undan yuqori,Namangan viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,21-23 yosh,Buxoro viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Erkak,18-20 yosh,Fargʻona viloyati,O'qiyman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,18-20 yosh,Toshkent shahri,O'qiyman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,18-20 yosh,Samarqand viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,21-23 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,18-20 yosh,Surxondaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,15-17 yosh,Namangan viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,21-23 yosh,Toshkent viloyati,O'qiyman,Tugallanmagan Oliy,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,18-20 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,18-20 yosh,Toshkent viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,18-20 yosh,Qashqadaryo viloyati,O'qiyman,Talabaman,Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,18-20 yosh,Surxondaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,35 yosh va undan yuqori,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,18-20 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,18-20 yosh,Surxondaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,35 yosh va undan yuqori,Surxondaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Ayol,24-27 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Erkak,21-23 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Erkak,28-35 yosh,Toshkent viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,21-23 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,28-35 yosh,Samarqand viloyati,Vaqtinchalik ishsizman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,21-23 yosh,Xorazm viloyati,O'qiyman,Tugallanmagan Oliy,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,24-27 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,18-20 yosh,Qoraqalpogʻiston Respublikasi,O'qiyman,O‘rta (maktab attestati),Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,18-20 yosh,Namangan viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Ayol,18-20 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.
2025-02-26,Erkak,24-27 yosh,Surxondaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,24-27 yosh,Surxondaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,18-20 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,28-35 yosh,Surxondaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,21-23 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,28-35 yosh,Fargʻona viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,28-35 yosh,Qashqadaryo viloyati,Ham ishlab ham oʻqiyman ,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,18-20 yosh,Fargʻona viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,35 yosh va undan yuqori,Samarqand viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,28-35 yosh,Buxoro viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,24-27 yosh,Toshkent shahri,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,21-23 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,28-35 yosh,Surxondaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,18-20 yosh,Andijon viloyati,O'qiyman,O‘rta (maktab attestati),Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Erkak,15 yoshgacha,Buxoro viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,18-20 yosh,Buxoro viloyati,O'qiyman,Hali maktabda o'qiyman,Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Erkak,28-35 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),Dotsent,Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Erkak,24-27 yosh,Toshkent shahri,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Ayol,21-23 yosh,Surxondaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,18-20 yosh,Qashqadaryo viloyati,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),O‘rta (maktab attestati),Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,18-20 yosh,Fargʻona viloyati,O'qiyman,O‘rta (maktab attestati),Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Erkak,28-35 yosh,Toshkent shahri,Ishlayman (davlat/nodavlat/xususiy/xalqaro yoki boshqa tashkilot),"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Ilg‘or ko‘nikmalarga egaman.
2025-02-26,Ayol,18-20 yosh,Qashqadaryo viloyati,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Kompyuter yoki internet haqida deyarli hech narsa bilmayman.
2025-02-26,Ayol,18-20 yosh,Qashqadaryo viloyati,O'qiyman,O‘rta (maktab attestati),Ha,Ha,Ko‘plab raqamli vositalardan bemalol foydalana olaman
2025-02-26,Ayol,24-27 yosh,Qashqadaryo viloyati,O'qiyman,O‘rta-maxsus (kollej/litsey diplomi),Ha,Ha,Bazaviy bilimlarga egaman
2025-02-26,Ayol,18-20 yosh,Toshkent shahri,O'qiyman,"Oliy (bakalavriat, magistratura va undan yuqori)",Ha,Ha,Bazaviy bilimlarga egaman
